,value_normalized
18573,"[1.0, 0.5555555555555556, 0.8461538461538461, 1.0]"
18574,"[1.0, 0.5555555555555556, 0.8461538461538461, 1.0, 1.0]"
18575,[1.0]
18576,"[1.0, 0.3333333333333333]"
18577,"[1.0, 0.3333333333333333, 1.0]"
18578,"[1.0, 0.3333333333333333, 1.0, 1.0]"
18579,"[1.0, 0.3333333333333333, 1.0, 1.0, 0.3846153846153846]"
18580,[1.0]
18581,"[1.0, 1.0]"
18582,"[1.0, 1.0, 0.8]"
18583,"[1.0, 1.0, 0.8, 1.0]"
18584,"[1.0, 1.0, 0.8, 1.0, 0.5555555555555556]"
18585,[1.0]
18586,"[1.0, 0.6666666666666666]"
18587,"[1.0, 0.6666666666666666, 1.0]"
18588,"[1.0, 0.6666666666666666, 1.0, 1.0]"
18589,[1.0]
18590,"[1.0, 1.0]"
18591,"[1.0, 1.0, 0.8095238095238095]"
18592,"[1.0, 1.0, 0.8095238095238095, 1.0]"
18593,"[1.0, 1.0, 0.8095238095238095, 1.0, 0.3333333333333333]"
18594,[1.0]
18595,"[1.0, 1.0]"
18596,"[1.0, 1.0, 1.0]"
18597,"[1.0, 1.0, 1.0, 0.8461538461538461]"
18598,"[1.0, 1.0, 1.0, 0.8461538461538461, 1.0]"
18599,[0.1111111111111111]
18600,"[0.1111111111111111, 1.0]"
18601,"[0.1111111111111111, 1.0, 1.0]"
18602,"[0.1111111111111111, 1.0, 1.0, 1.0]"
18603,[1.0]
18604,"[1.0, 0.8]"
18605,"[1.0, 0.8, 1.0]"
18606,"[1.0, 0.8, 1.0, 0.6666666666666666]"
18607,"[1.0, 0.8, 1.0, 0.6666666666666666, 1.0]"
18608,[1.0]
18609,"[1.0, 0.238095238095238]"
18610,"[1.0, 0.238095238095238, 1.0]"
18611,"[1.0, 0.238095238095238, 1.0, 1.0]"
18612,[1.0]
18613,"[1.0, 1.0]"
18614,"[1.0, 1.0, 0.8095238095238095]"
18615,"[1.0, 1.0, 0.8095238095238095, 1.0]"
18616,"[1.0, 1.0, 0.8095238095238095, 1.0, 0.5555555555555556]"
18617,[0.8461538461538461]
18618,"[0.8461538461538461, 1.0]"
18619,"[0.8461538461538461, 1.0, 1.0]"
18620,"[0.8461538461538461, 1.0, 1.0, 0.5555555555555556]"
18621,"[0.8461538461538461, 1.0, 1.0, 0.5555555555555556, 1.0]"
18622,[1.0]
18623,"[1.0, 0.1111111111111111]"
18624,"[1.0, 0.1111111111111111, 1.0]"
18625,"[1.0, 0.1111111111111111, 1.0, 1.0]"
18626,[1.0]
18627,"[1.0, 0.7777777777777778]"
18628,"[1.0, 0.7777777777777778, 1.0]"
18629,"[1.0, 0.7777777777777778, 1.0, 1.0]"
18630,[1.0]
18631,"[1.0, 1.0]"
18632,"[1.0, 1.0, 1.0]"
18633,"[1.0, 1.0, 1.0, 1.0]"
18634,"[1.0, 1.0, 1.0, 1.0, 0.3333333333333333]"
18635,[1.0]
18636,"[1.0, 1.0]"
18637,"[1.0, 1.0, 0.3333333333333333]"
18638,[1.0]
18639,"[1.0, 1.0]"
18640,"[1.0, 1.0, 1.0]"
18641,"[1.0, 1.0, 1.0, 0.4285714285714285]"
18642,[1.0]
18643,"[1.0, 0.6190476190476191]"
18644,"[1.0, 0.6190476190476191, 0.8]"
18645,"[1.0, 0.6190476190476191, 0.8, 1.0]"
18646,"[1.0, 0.6190476190476191, 0.8, 1.0, 1.0]"
18647,[0.8]
18648,"[0.8, 1.0]"
18649,"[0.8, 1.0, 0.3333333333333333]"
18650,"[0.8, 1.0, 0.3333333333333333, 1.0]"
18651,"[0.8, 1.0, 0.3333333333333333, 1.0, 1.0]"
18652,[1.0]
18653,"[1.0, 1.0]"
18654,"[1.0, 1.0, 1.0]"
18655,"[1.0, 1.0, 1.0, 1.0]"
18656,[1.0]
18657,"[1.0, 1.0]"
18658,"[1.0, 1.0, 0.3333333333333333]"
18659,"[1.0, 1.0, 0.3333333333333333, 1.0]"
18660,[1.0]
18661,"[1.0, 0.6666666666666666]"
18662,"[1.0, 0.6666666666666666, 0.8095238095238095]"
18663,"[1.0, 0.6666666666666666, 0.8095238095238095, 1.0]"
18664,[1.0]
18665,"[1.0, 0.1111111111111111]"
18666,"[1.0, 0.1111111111111111, 1.0]"
18667,"[1.0, 0.1111111111111111, 1.0, 1.0]"
18668,[0.3846153846153846]
18669,"[0.3846153846153846, 1.0]"
18670,"[0.3846153846153846, 1.0, 1.0]"
18671,"[0.3846153846153846, 1.0, 1.0, 0.238095238095238]"
18672,[1.0]
18673,"[1.0, 1.0]"
18674,"[1.0, 1.0, 0.7777777777777778]"
18675,"[1.0, 1.0, 0.7777777777777778, 0.8]"
18676,"[1.0, 1.0, 0.7777777777777778, 0.8, 0.1111111111111111]"
18677,[1.0]
18678,"[1.0, 1.0]"
18679,"[1.0, 1.0, 0.7777777777777778]"
18680,"[1.0, 1.0, 0.7777777777777778, 0.6190476190476191]"
18681,"[1.0, 1.0, 0.7777777777777778, 0.6190476190476191, 0.7777777777777778]"
18682,[1.0]
18683,"[1.0, 0.238095238095238]"
18684,"[1.0, 0.238095238095238, 0.1111111111111111]"
18685,"[1.0, 0.238095238095238, 0.1111111111111111, 1.0]"
18686,"[1.0, 0.238095238095238, 0.1111111111111111, 1.0, 0.6923076923076923]"
18687,[0.8461538461538461]
18688,"[0.8461538461538461, 0.7777777777777778]"
18689,"[0.8461538461538461, 0.7777777777777778, 1.0]"
18690,"[0.8461538461538461, 0.7777777777777778, 1.0, 0.4285714285714285]"
18691,"[0.8461538461538461, 0.7777777777777778, 1.0, 0.4285714285714285, 0.6666666666666666]"
18692,[0.7777777777777778]
18693,"[0.7777777777777778, 1.0]"
18694,"[0.7777777777777778, 1.0, 1.0]"
18695,"[0.7777777777777778, 1.0, 1.0, 1.0]"
18696,[1.0]
18697,"[1.0, 0.5555555555555556]"
18698,"[1.0, 0.5555555555555556, 0.3846153846153846]"
18699,"[1.0, 0.5555555555555556, 0.3846153846153846, 0.5555555555555556]"
18700,"[1.0, 0.5555555555555556, 0.3846153846153846, 0.5555555555555556, 1.0]"
18701,[1.0]
18702,"[1.0, 1.0]"
18703,"[1.0, 1.0, 0.3333333333333333]"
18704,[1.0]
18705,"[1.0, 0.2]"
18706,"[1.0, 0.2, 1.0]"
18707,"[1.0, 0.2, 1.0, 0.6666666666666666]"
18708,"[1.0, 0.2, 1.0, 0.6666666666666666, 0.5555555555555556]"
18709,[1.0]
18710,"[1.0, 0.5555555555555556]"
18711,"[1.0, 0.5555555555555556, 1.0]"
18712,"[1.0, 0.5555555555555556, 1.0, 0.7777777777777778]"
18713,"[1.0, 0.5555555555555556, 1.0, 0.7777777777777778, 0.8461538461538461]"
18714,[0.3333333333333333]
18715,"[0.3333333333333333, 0.4285714285714285]"
18716,"[0.3333333333333333, 0.4285714285714285, 1.0]"
18717,"[0.3333333333333333, 0.4285714285714285, 1.0, 1.0]"
18718,[1.0]
18719,"[1.0, 1.0]"
18720,"[1.0, 1.0, 1.0]"
18721,"[1.0, 1.0, 1.0, 0.2]"
18722,[1.0]
18723,"[1.0, 1.0]"
18724,"[1.0, 1.0, 1.0]"
18725,"[1.0, 1.0, 1.0, 0.3333333333333333]"
18726,[0.8461538461538461]
18727,"[0.8461538461538461, 1.0]"
18728,"[0.8461538461538461, 1.0, 1.0]"
18729,"[0.8461538461538461, 1.0, 1.0, 1.0]"
18730,[1.0]
18731,"[1.0, 0.6923076923076923]"
18732,"[1.0, 0.6923076923076923, 0.7777777777777778]"
18733,"[1.0, 0.6923076923076923, 0.7777777777777778, 1.0]"
18734,[1.0]
18735,"[1.0, 0.3333333333333333]"
18736,"[1.0, 0.3333333333333333, 1.0]"
18737,"[1.0, 0.3333333333333333, 1.0, 0.3333333333333333]"
18738,"[1.0, 0.3333333333333333, 1.0, 0.3333333333333333, 1.0]"
18739,[1.0]
18740,"[1.0, 0.5555555555555556]"
18741,"[1.0, 0.5555555555555556, 0.3333333333333333]"
18742,"[1.0, 0.5555555555555556, 0.3333333333333333, 1.0]"
18743,"[1.0, 0.5555555555555556, 0.3333333333333333, 1.0, 1.0]"
18744,[1.0]
18745,"[1.0, 1.0]"
18746,"[1.0, 1.0, 1.0]"
18747,"[1.0, 1.0, 1.0, 1.0]"
18748,[1.0]
18749,"[1.0, 1.0]"
18750,"[1.0, 1.0, 1.0]"
18751,"[1.0, 1.0, 1.0, 0.6666666666666666]"
18752,"[1.0, 1.0, 1.0, 0.6666666666666666, 0.3846153846153846]"
18753,[1.0]
18754,"[1.0, 0.4285714285714285]"
18755,"[1.0, 0.4285714285714285, 1.0]"
18756,"[1.0, 0.4285714285714285, 1.0, 1.0]"
18757,"[1.0, 0.4285714285714285, 1.0, 1.0, 1.0]"
18758,[1.0]
18759,"[1.0, 0.3333333333333333]"
18760,"[1.0, 0.3333333333333333, 0.7777777777777778]"
18761,"[1.0, 0.3333333333333333, 0.7777777777777778, 1.0]"
18762,[1.0]
18763,"[1.0, 1.0]"
18764,"[1.0, 1.0, 0.7777777777777778]"
18765,"[1.0, 1.0, 0.7777777777777778, 0.8095238095238095]"
18766,"[1.0, 1.0, 0.7777777777777778, 0.8095238095238095, 1.0]"
18767,[1.0]
18768,"[1.0, 1.0]"
18769,"[1.0, 1.0, 0.6]"
18770,"[1.0, 1.0, 0.6, 0.6190476190476191]"
18771,"[1.0, 1.0, 0.6, 0.6190476190476191, 0.3333333333333333]"
18772,[0.6190476190476191]
18773,"[0.6190476190476191, 1.0]"
18774,"[0.6190476190476191, 1.0, 1.0]"
18775,"[0.6190476190476191, 1.0, 1.0, 1.0]"
18776,"[0.6190476190476191, 1.0, 1.0, 1.0, 0.3846153846153846]"
18777,[1.0]
18778,"[1.0, 1.0]"
18779,"[1.0, 1.0, 1.0]"
18780,"[1.0, 1.0, 1.0, 1.0]"
18781,"[1.0, 1.0, 1.0, 1.0, 1.0]"
18782,[1.0]
18783,"[1.0, 1.0]"
18784,"[1.0, 1.0, 1.0]"
18785,"[1.0, 1.0, 1.0, 0.5555555555555556]"
18786,"[1.0, 1.0, 1.0, 0.5555555555555556, 0.5555555555555556]"
18787,[1.0]
18788,"[1.0, 1.0]"
18789,"[1.0, 1.0, 1.0]"
18790,"[1.0, 1.0, 1.0, 1.0]"
18791,"[1.0, 1.0, 1.0, 1.0, 1.0]"
18792,[1.0]
18793,"[1.0, 1.0]"
18794,"[1.0, 1.0, 1.0]"
18795,"[1.0, 1.0, 1.0, 1.0]"
18796,[1.0]
18797,"[1.0, 0.7777777777777778]"
18798,"[1.0, 0.7777777777777778, 0.3333333333333333]"
18799,[1.0]
18800,"[1.0, 1.0]"
18801,"[1.0, 1.0, 1.0]"
18802,"[1.0, 1.0, 1.0, 0.3333333333333333]"
18803,"[1.0, 1.0, 1.0, 0.3333333333333333, 1.0]"
18804,[1.0]
18805,"[1.0, 1.0]"
18806,"[1.0, 1.0, 1.0]"
18807,"[1.0, 1.0, 1.0, 0.6666666666666666]"
18808,[1.0]
18809,"[1.0, 0.3846153846153846]"
18810,"[1.0, 0.3846153846153846, 1.0]"
18811,"[1.0, 0.3846153846153846, 1.0, 0.4285714285714285]"
18812,[1.0]
18813,"[1.0, 0.8]"
18814,"[1.0, 0.8, 1.0]"
18815,"[1.0, 0.8, 1.0, 1.0]"
18816,[1.0]
18817,"[1.0, 0.6923076923076923]"
18818,"[1.0, 0.6923076923076923, 0.7777777777777778]"
18819,"[1.0, 0.6923076923076923, 0.7777777777777778, 1.0]"
18820,"[1.0, 0.6923076923076923, 0.7777777777777778, 1.0, 1.0]"
18821,[1.0]
18822,"[1.0, 1.0]"
18823,"[1.0, 1.0, 0.2]"
18824,"[1.0, 1.0, 0.2, 0.8095238095238095]"
18825,[0.4285714285714285]
18826,"[0.4285714285714285, 1.0]"
18827,"[0.4285714285714285, 1.0, 1.0]"
18828,"[0.4285714285714285, 1.0, 1.0, 1.0]"
18829,[1.0]
18830,"[1.0, 1.0]"
18831,"[1.0, 1.0, 0.5384615384615384]"
18832,"[1.0, 1.0, 0.5384615384615384, 1.0]"
18833,"[1.0, 1.0, 0.5384615384615384, 1.0, 1.0]"
18834,[0.2]
18835,"[0.2, 1.0]"
18836,"[0.2, 1.0, 1.0]"
18837,"[0.2, 1.0, 1.0, 1.0]"
18838,[1.0]
18839,"[1.0, 0.6666666666666666]"
18840,"[1.0, 0.6666666666666666, 1.0]"
18841,"[1.0, 0.6666666666666666, 1.0, 1.0]"
18842,[1.0]
18843,"[1.0, 1.0]"
18844,"[1.0, 1.0, 1.0]"
18845,"[1.0, 1.0, 1.0, 0.8095238095238095]"
18846,"[1.0, 1.0, 1.0, 0.8095238095238095, 0.7777777777777778]"
18847,[1.0]
18848,"[1.0, 1.0]"
18849,"[1.0, 1.0, 1.0]"
18850,"[1.0, 1.0, 1.0, 0.3333333333333333]"
18851,[1.0]
18852,"[1.0, 0.6666666666666666]"
18853,"[1.0, 0.6666666666666666, 1.0]"
18854,"[1.0, 0.6666666666666666, 1.0, 1.0]"
18855,"[1.0, 0.6666666666666666, 1.0, 1.0, 0.5384615384615384]"
18856,[1.0]
18857,"[1.0, 0.3846153846153846]"
18858,"[1.0, 0.3846153846153846, 1.0]"
18859,"[1.0, 0.3846153846153846, 1.0, 1.0]"
18860,"[1.0, 0.3846153846153846, 1.0, 1.0, 0.5555555555555556]"
18861,[0.7777777777777778]
18862,"[0.7777777777777778, 1.0]"
18863,"[0.7777777777777778, 1.0, 0.6190476190476191]"
18864,"[0.7777777777777778, 1.0, 0.6190476190476191, 1.0]"
18865,[1.0]
18866,"[1.0, 0.8461538461538461]"
18867,"[1.0, 0.8461538461538461, 0.6190476190476191]"
18868,[1.0]
18869,"[1.0, 0.5384615384615384]"
18870,"[1.0, 0.5384615384615384, 0.3333333333333333]"
18871,"[1.0, 0.5384615384615384, 0.3333333333333333, 0.3333333333333333]"
18872,"[1.0, 0.5384615384615384, 0.3333333333333333, 0.3333333333333333, 1.0]"
18873,[1.0]
18874,"[1.0, 0.6666666666666666]"
18875,"[1.0, 0.6666666666666666, 1.0]"
18876,"[1.0, 0.6666666666666666, 1.0, 1.0]"
18877,"[1.0, 0.6666666666666666, 1.0, 1.0, 0.3333333333333333]"
18878,[0.238095238095238]
18879,"[0.238095238095238, 1.0]"
18880,"[0.238095238095238, 1.0, 1.0]"
18881,"[0.238095238095238, 1.0, 1.0, 0.5384615384615384]"
18882,[0.3333333333333333]
18883,"[0.3333333333333333, 1.0]"
18884,"[0.3333333333333333, 1.0, 1.0]"
18885,[1.0]
18886,"[1.0, 1.0]"
18887,"[1.0, 1.0, 0.238095238095238]"
18888,"[1.0, 1.0, 0.238095238095238, 1.0]"
18889,"[1.0, 1.0, 0.238095238095238, 1.0, 1.0]"
18890,[1.0]
18891,"[1.0, 1.0]"
18892,"[1.0, 1.0, 1.0]"
18893,"[1.0, 1.0, 1.0, 0.6666666666666666]"
18894,"[1.0, 1.0, 1.0, 0.6666666666666666, 0.4285714285714285]"
18895,[1.0]
18896,"[1.0, 0.6923076923076923]"
18897,"[1.0, 0.6923076923076923, 1.0]"
18898,[1.0]
18899,"[1.0, 0.4285714285714285]"
18900,"[1.0, 0.4285714285714285, 0.8461538461538461]"
18901,"[1.0, 0.4285714285714285, 0.8461538461538461, 1.0]"
18902,[0.6923076923076923]
18903,"[0.6923076923076923, 0.8095238095238095]"
18904,"[0.6923076923076923, 0.8095238095238095, 1.0]"
18905,"[0.6923076923076923, 0.8095238095238095, 1.0, 1.0]"
18906,"[0.6923076923076923, 0.8095238095238095, 1.0, 1.0, 0.7777777777777778]"
18907,[0.3333333333333333]
18908,"[0.3333333333333333, 0.5555555555555556]"
18909,"[0.3333333333333333, 0.5555555555555556, 0.7777777777777778]"
18910,"[0.3333333333333333, 0.5555555555555556, 0.7777777777777778, 1.0]"
18911,"[0.3333333333333333, 0.5555555555555556, 0.7777777777777778, 1.0, 0.6923076923076923]"
18912,[1.0]
18913,"[1.0, 0.1111111111111111]"
18914,"[1.0, 0.1111111111111111, 1.0]"
18915,"[1.0, 0.1111111111111111, 1.0, 1.0]"
18916,"[1.0, 0.1111111111111111, 1.0, 1.0, 1.0]"
18917,[1.0]
18918,"[1.0, 1.0]"
18919,"[1.0, 1.0, 1.0]"
18920,"[1.0, 1.0, 1.0, 0.6666666666666666]"
18921,"[1.0, 1.0, 1.0, 0.6666666666666666, 0.1111111111111111]"
18922,[1.0]
18923,"[1.0, 0.6666666666666666]"
18924,"[1.0, 0.6666666666666666, 0.1111111111111111]"
18925,"[1.0, 0.6666666666666666, 0.1111111111111111, 1.0]"
18926,"[1.0, 0.6666666666666666, 0.1111111111111111, 1.0, 0.7777777777777778]"
18927,[0.2]
18928,"[0.2, 1.0]"
18929,"[0.2, 1.0, 0.5555555555555556]"
18930,"[0.2, 1.0, 0.5555555555555556, 1.0]"
18931,[1.0]
18932,"[1.0, 1.0]"
18933,"[1.0, 1.0, 1.0]"
18934,"[1.0, 1.0, 1.0, 1.0]"
18935,[1.0]
18936,"[1.0, 1.0]"
18937,"[1.0, 1.0, 1.0]"
18938,"[1.0, 1.0, 1.0, 1.0]"
18939,"[1.0, 1.0, 1.0, 1.0, 0.6923076923076923]"
18940,[1.0]
18941,"[1.0, 0.8461538461538461]"
18942,"[1.0, 0.8461538461538461, 1.0]"
18943,"[1.0, 0.8461538461538461, 1.0, 1.0]"
18944,"[1.0, 0.8461538461538461, 1.0, 1.0, 0.6190476190476191]"
18945,[0.3846153846153846]
18946,"[0.3846153846153846, 1.0]"
18947,"[0.3846153846153846, 1.0, 1.0]"
18948,"[0.3846153846153846, 1.0, 1.0, 1.0]"
18949,"[0.3846153846153846, 1.0, 1.0, 1.0, 1.0]"
18950,[1.0]
18951,"[1.0, 0.238095238095238]"
18952,"[1.0, 0.238095238095238, 1.0]"
18953,"[1.0, 0.238095238095238, 1.0, 0.7777777777777778]"
18954,"[1.0, 0.238095238095238, 1.0, 0.7777777777777778, 1.0]"
18955,[0.6666666666666666]
18956,"[0.6666666666666666, 1.0]"
18957,"[0.6666666666666666, 1.0, 1.0]"
18958,"[0.6666666666666666, 1.0, 1.0, 0.6]"
18959,"[0.6666666666666666, 1.0, 1.0, 0.6, 0.238095238095238]"
18960,[1.0]
18961,"[1.0, 0.5555555555555556]"
18962,"[1.0, 0.5555555555555556, 1.0]"
18963,"[1.0, 0.5555555555555556, 1.0, 1.0]"
18964,"[1.0, 0.5555555555555556, 1.0, 1.0, 1.0]"
18965,[1.0]
18966,"[1.0, 1.0]"
18967,"[1.0, 1.0, 0.1111111111111111]"
18968,"[1.0, 1.0, 0.1111111111111111, 1.0]"
18969,"[1.0, 1.0, 0.1111111111111111, 1.0, 1.0]"
18970,[1.0]
18971,"[1.0, 0.3333333333333333]"
18972,"[1.0, 0.3333333333333333, 1.0]"
18973,"[1.0, 0.3333333333333333, 1.0, 0.6190476190476191]"
18974,[1.0]
18975,"[1.0, 1.0]"
18976,"[1.0, 1.0, 0.1111111111111111]"
18977,"[1.0, 1.0, 0.1111111111111111, 1.0]"
18978,"[1.0, 1.0, 0.1111111111111111, 1.0, 0.7777777777777778]"
18979,[1.0]
18980,"[1.0, 1.0]"
18981,"[1.0, 1.0, 1.0]"
18982,[0.1111111111111111]
18983,"[0.1111111111111111, 1.0]"
18984,"[0.1111111111111111, 1.0, 0.6666666666666666]"
18985,"[0.1111111111111111, 1.0, 0.6666666666666666, 1.0]"
18986,[0.5555555555555556]
18987,"[0.5555555555555556, 1.0]"
18988,"[0.5555555555555556, 1.0, 1.0]"
18989,"[0.5555555555555556, 1.0, 1.0, 1.0]"
18990,[1.0]
18991,"[1.0, 0.6190476190476191]"
18992,"[1.0, 0.6190476190476191, 1.0]"
18993,"[1.0, 0.6190476190476191, 1.0, 1.0]"
18994,[0.6666666666666666]
18995,"[0.6666666666666666, 1.0]"
18996,"[0.6666666666666666, 1.0, 1.0]"
18997,"[0.6666666666666666, 1.0, 1.0, 0.2]"
18998,"[0.6666666666666666, 1.0, 1.0, 0.2, 0.238095238095238]"
18999,[0.6923076923076923]
19000,"[0.6923076923076923, 1.0]"
19001,"[0.6923076923076923, 1.0, 1.0]"
19002,"[0.6923076923076923, 1.0, 1.0, 0.8095238095238095]"
19003,[0.7777777777777778]
19004,"[0.7777777777777778, 0.5384615384615384]"
19005,"[0.7777777777777778, 0.5384615384615384, 0.8]"
19006,"[0.7777777777777778, 0.5384615384615384, 0.8, 0.6666666666666666]"
19007,[1.0]
19008,"[1.0, 1.0]"
19009,"[1.0, 1.0, 0.3333333333333333]"
19010,"[1.0, 1.0, 0.3333333333333333, 0.3333333333333333]"
19011,[0.3333333333333333]
19012,"[0.3333333333333333, 1.0]"
19013,"[0.3333333333333333, 1.0, 1.0]"
19014,"[0.3333333333333333, 1.0, 1.0, 1.0]"
19015,[1.0]
19016,"[1.0, 1.0]"
19017,"[1.0, 1.0, 0.5555555555555556]"
19018,"[1.0, 1.0, 0.5555555555555556, 1.0]"
19019,[1.0]
19020,"[1.0, 1.0]"
19021,"[1.0, 1.0, 1.0]"
19022,"[1.0, 1.0, 1.0, 0.5555555555555556]"
19023,"[1.0, 1.0, 1.0, 0.5555555555555556, 1.0]"
19024,[1.0]
19025,"[1.0, 1.0]"
19026,"[1.0, 1.0, 0.3333333333333333]"
19027,"[1.0, 1.0, 0.3333333333333333, 1.0]"
19028,"[1.0, 1.0, 0.3333333333333333, 1.0, 1.0]"
19029,[1.0]
19030,"[1.0, 0.3333333333333333]"
19031,"[1.0, 0.3333333333333333, 0.6190476190476191]"
19032,"[1.0, 0.3333333333333333, 0.6190476190476191, 1.0]"
19033,[1.0]
19034,"[1.0, 1.0]"
19035,"[1.0, 1.0, 0.7777777777777778]"
19036,"[1.0, 1.0, 0.7777777777777778, 0.3333333333333333]"
19037,[1.0]
19038,"[1.0, 0.3846153846153846]"
19039,"[1.0, 0.3846153846153846, 0.4285714285714285]"
19040,"[1.0, 0.3846153846153846, 0.4285714285714285, 1.0]"
19041,"[1.0, 0.3846153846153846, 0.4285714285714285, 1.0, 1.0]"
19042,[1.0]
19043,"[1.0, 1.0]"
19044,"[1.0, 1.0, 0.2]"
19045,"[1.0, 1.0, 0.2, 1.0]"
19046,"[1.0, 1.0, 0.2, 1.0, 0.6666666666666666]"
19047,[1.0]
19048,"[1.0, 1.0]"
19049,"[1.0, 1.0, 0.8]"
19050,"[1.0, 1.0, 0.8, 1.0]"
19051,"[1.0, 1.0, 0.8, 1.0, 1.0]"
19052,[0.5555555555555556]
19053,"[0.5555555555555556, 0.6190476190476191]"
19054,"[0.5555555555555556, 0.6190476190476191, 1.0]"
19055,[0.5555555555555556]
19056,"[0.5555555555555556, 0.1111111111111111]"
19057,"[0.5555555555555556, 0.1111111111111111, 1.0]"
19058,"[0.5555555555555556, 0.1111111111111111, 1.0, 0.6666666666666666]"
19059,[1.0]
19060,"[1.0, 1.0]"
19061,"[1.0, 1.0, 1.0]"
19062,"[1.0, 1.0, 1.0, 1.0]"
19063,[1.0]
19064,"[1.0, 0.6666666666666666]"
19065,"[1.0, 0.6666666666666666, 1.0]"
19066,"[1.0, 0.6666666666666666, 1.0, 1.0]"
19067,"[1.0, 0.6666666666666666, 1.0, 1.0, 0.1111111111111111]"
19068,[0.5555555555555556]
19069,"[0.5555555555555556, 1.0]"
19070,"[0.5555555555555556, 1.0, 0.5555555555555556]"
19071,"[0.5555555555555556, 1.0, 0.5555555555555556, 1.0]"
19072,[1.0]
19073,"[1.0, 0.5384615384615384]"
19074,"[1.0, 0.5384615384615384, 1.0]"
19075,"[1.0, 0.5384615384615384, 1.0, 1.0]"
19076,"[1.0, 0.5384615384615384, 1.0, 1.0, 1.0]"
19077,[0.1111111111111111]
19078,"[0.1111111111111111, 1.0]"
19079,"[0.1111111111111111, 1.0, 1.0]"
19080,"[0.1111111111111111, 1.0, 1.0, 1.0]"
19081,[0.3333333333333333]
19082,"[0.3333333333333333, 1.0]"
19083,"[0.3333333333333333, 1.0, 0.4285714285714285]"
19084,"[0.3333333333333333, 1.0, 0.4285714285714285, 1.0]"
19085,"[0.3333333333333333, 1.0, 0.4285714285714285, 1.0, 1.0]"
19086,[1.0]
19087,"[1.0, 1.0]"
19088,"[1.0, 1.0, 1.0]"
19089,"[1.0, 1.0, 1.0, 1.0]"
19090,[0.6923076923076923]
19091,"[0.6923076923076923, 1.0]"
19092,"[0.6923076923076923, 1.0, 1.0]"
19093,"[0.6923076923076923, 1.0, 1.0, 1.0]"
19094,"[0.6923076923076923, 1.0, 1.0, 1.0, 0.7777777777777778]"
19095,[1.0]
19096,"[1.0, 0.8095238095238095]"
19097,"[1.0, 0.8095238095238095, 1.0]"
19098,[1.0]
19099,"[1.0, 0.1111111111111111]"
19100,"[1.0, 0.1111111111111111, 0.3333333333333333]"
19101,"[1.0, 0.1111111111111111, 0.3333333333333333, 0.5555555555555556]"
19102,[1.0]
19103,"[1.0, 1.0]"
19104,"[1.0, 1.0, 1.0]"
19105,"[1.0, 1.0, 1.0, 0.8095238095238095]"
19106,"[1.0, 1.0, 1.0, 0.8095238095238095, 1.0]"
19107,[0.8095238095238095]
19108,"[0.8095238095238095, 1.0]"
19109,"[0.8095238095238095, 1.0, 1.0]"
19110,"[0.8095238095238095, 1.0, 1.0, 1.0]"
19111,[0.8095238095238095]
19112,"[0.8095238095238095, 1.0]"
19113,"[0.8095238095238095, 1.0, 1.0]"
19114,[1.0]
19115,"[1.0, 1.0]"
19116,"[1.0, 1.0, 0.6190476190476191]"
19117,"[1.0, 1.0, 0.6190476190476191, 0.6]"
19118,"[1.0, 1.0, 0.6190476190476191, 0.6, 1.0]"
19119,[1.0]
19120,"[1.0, 1.0]"
19121,"[1.0, 1.0, 0.6923076923076923]"
19122,"[1.0, 1.0, 0.6923076923076923, 0.1111111111111111]"
19123,"[1.0, 1.0, 0.6923076923076923, 0.1111111111111111, 1.0]"
19124,[1.0]
19125,"[1.0, 1.0]"
19126,"[1.0, 1.0, 1.0]"
19127,"[1.0, 1.0, 1.0, 1.0]"
19128,"[1.0, 1.0, 1.0, 1.0, 1.0]"
19129,[1.0]
19130,"[1.0, 1.0]"
19131,"[1.0, 1.0, 0.6666666666666666]"
19132,"[1.0, 1.0, 0.6666666666666666, 0.3333333333333333]"
19133,[1.0]
19134,"[1.0, 0.3333333333333333]"
19135,"[1.0, 0.3333333333333333, 1.0]"
19136,"[1.0, 0.3333333333333333, 1.0, 0.3846153846153846]"
19137,[0.1111111111111111]
19138,"[0.1111111111111111, 0.5384615384615384]"
19139,"[0.1111111111111111, 0.5384615384615384, 0.7777777777777778]"
19140,"[0.1111111111111111, 0.5384615384615384, 0.7777777777777778, 1.0]"
19141,"[0.1111111111111111, 0.5384615384615384, 0.7777777777777778, 1.0, 0.2]"
19142,[1.0]
19143,"[1.0, 0.6923076923076923]"
19144,"[1.0, 0.6923076923076923, 1.0]"
19145,"[1.0, 0.6923076923076923, 1.0, 1.0]"
19146,[1.0]
19147,"[1.0, 0.5555555555555556]"
19148,"[1.0, 0.5555555555555556, 1.0]"
19149,[1.0]
19150,"[1.0, 1.0]"
19151,"[1.0, 1.0, 0.7777777777777778]"
19152,"[1.0, 1.0, 0.7777777777777778, 1.0]"
19153,"[1.0, 1.0, 0.7777777777777778, 1.0, 0.3333333333333333]"
19154,[0.8095238095238095]
19155,"[0.8095238095238095, 1.0]"
19156,"[0.8095238095238095, 1.0, 1.0]"
19157,"[0.8095238095238095, 1.0, 1.0, 0.5555555555555556]"
19158,[1.0]
19159,"[1.0, 1.0]"
19160,"[1.0, 1.0, 1.0]"
19161,"[1.0, 1.0, 1.0, 1.0]"
19162,"[1.0, 1.0, 1.0, 1.0, 1.0]"
19163,[1.0]
19164,"[1.0, 1.0]"
